UIS.NIRA.1,UIS.XSPENDP.FDPUB.FNS,BAR.PRM.SCHL,BAR.SEC.SCHL,BAR.TER.SCHL,BAR.TOT.SCHL,BAR.NOED.15UP.ZS,BAR.PRM.CMPT.15UP.ZS,BAR.PRM.ICMP.15UP.ZS,BAR.SEC.CMPT.15UP.ZS,BAR.SEC.ICMP.15UP.ZS,BAR.TER.CMPT.15UP.ZS,BAR.TER.ICMP.15UP.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GD.ZS,SL.TLF.ADVN.ZS,SL.TLF.BASC.ZS,SL.TLF.INTM.ZS,SL.TLF.TOTL.IN,SP.POP.GROW,SI.POV.GINI
99.4518204,69.468375,5.771333333,3.524666667,0.421333333,9.716,2.28,21.92,24.78,29.3,61.8,5.61,11.15,11.2650404,31.97841072,5.07461977,80.30111017,48.3955,72.32111111,8141825.25,0.634526879,26.8
98.9690628,69.468375,5.771333333,3.524666667,0.421333333,9.716,2.28,21.92,24.78,29.3,61.8,5.61,11.15,10.53046989,30.20054054,4.913290024,80.30111017,48.3955,72.32111111,8141825.25,0.646096228,28.233
98.2750626,69.468375,5.771333333,3.524666667,0.421333333,9.716,2.28,21.92,24.78,29.3,61.8,5.61,11.15,10.95666667,33.25415039,4.747529984,80.30111017,48.3955,72.32111111,8141825.25,0.599907213,29.667
96.1030197,69.468375,5.824,3.775333333,0.503333333,10.10266667,1.89,19.61,22.04,31.98,62.1,7.58,13.97,10.96805954,33.25415039,4.670380116,80.30111017,48.3955,72.32111111,6912131,0.688603823,31.1
97.2871017,69.468375,5.824,3.775333333,0.503333333,10.10266667,1.89,19.61,22.04,31.98,62.1,7.58,13.97,10.71916962,32.59294128,4.793069839,80.30111017,48.3955,72.32111111,7020732,0.788031035,30.867
96.8281326,69.468375,5.824,3.775333333,0.503333333,10.10266667,1.89,19.61,22.04,31.98,62.1,7.58,13.97,10.95666667,31.19356918,4.686510086,80.30111017,48.3955,72.32111111,7112163,0.756056593,30.633
98.3719101,69.468375,5.824,3.775333333,0.503333333,10.10266667,1.89,19.61,22.04,31.98,62.1,7.58,13.97,9.4874897,31.19356918,5.509220123,80.30111017,48.3955,72.32111111,7184089,0.69699133,30.4
99.8112793,69.468375,5.824,3.775333333,0.503333333,10.10266667,1.89,19.61,22.04,31.98,62.1,7.58,13.97,9.494959831,30.94038963,5.24751997,80.30111017,48.3955,72.32111111,7304919,0.602938474,30.017
98.7296371,69.468375,5.847333333,3.95,0.582666667,10.38,1.51,16.93,19.35,33.39,62.45,9.27,16.69,9.719510078,30.11758041,5.129049778,80.30111017,48.3955,72.32111111,7373931,0.493927373,29.633
98.7000198,69.468375,5.847333333,3.95,0.582666667,10.38,1.51,16.93,19.35,33.39,62.45,9.27,16.69,8.866609573,29.32645035,5.225830078,81.18000031,49.15999985,72.25,7471445,0.461395748,29.25
99.7989731,69.468375,5.847333333,3.95,0.582666667,10.38,1.51,16.93,19.35,33.39,62.45,9.27,16.69,10.95666667,28.89228058,5.143444444,81.66000366,50.43000031,73.31999969,7667609,0.514767002,28.867
99.280899,69.3504715,5.847333333,3.95,0.582666667,10.38,1.51,16.93,19.35,33.39,62.45,9.27,16.69,10.42632008,28.89228058,5.143444444,80.25,46.11999893,70.87000275,7810643,0.616640531,28.483
99.280899,71.1672974,5.847333333,3.95,0.582666667,10.38,1.51,16.93,19.35,33.39,62.45,9.27,16.69,10.48554993,28.80265999,5.143444444,80.44999695,46.91999817,71.75,7963432,0.665493187,28.1
99.1058731,71.1281281,5.862,4.196,0.616666667,10.67333333,1.21,14.45,16.63,37.69,64.8,9.84,17.36,11.07563019,28.01728058,4.892650127,80.01999664,47.18000031,72.93000031,8159104,0.714770363,28.44
98.743782,70.4194336,5.862,4.196,0.616666667,10.67333333,1.21,14.45,16.63,37.69,64.8,9.84,17.36,11.01714039,26.82904053,5.143444444,80.23999786,47.84000015,73.45999908,8307377,0.754840058,28.78
97.6592102,69.2307434,5.862,4.196,0.616666667,10.67333333,1.21,14.45,16.63,37.69,64.8,9.84,17.36,11.09920025,25.83247948,5.143444444,80.48999786,49.38000107,73.54000092,8442995,0.638291666,29.12
97.1753464,70.3663101,5.862,4.196,0.616666667,10.67333333,1.21,14.45,16.63,37.69,64.8,9.84,17.36,11.40470982,26.18528938,5.143444444,79.80999756,49.25999832,72.70999908,8482203,0.471814399,29.46
99.2380371,70.3206711,5.862,4.196,0.616666667,10.67333333,1.21,14.45,16.63,37.69,64.8,9.84,17.36,11.72140026,26.59012032,5.143444444,79.84999847,49.22000122,71.66999817,8539601,0.347475412,29.8
99.233139,69.8261185,5.727333333,4.331333333,0.716,10.77333333,3.77,10.61,12.16,35.58,63.69,11.65,20.27,12.19349003,26.77396965,4.912280083,80.13999939,48.16999817,72.36000061,8579603,0.233663148,29
99.1267014,68.2823563,5.727333333,4.331333333,0.716,10.77333333,3.77,10.61,12.16,35.58,63.69,11.65,20.27,11.83043957,27.50712013,4.742730141,80.09999847,48.43000031,72.68000031,8646223,0.160613669,30
99.5456314,67.8616409,5.727333333,4.331333333,0.716,10.77333333,3.77,10.61,12.16,35.58,63.69,11.65,20.27,11.62495995,27.24585915,4.646319866,80.02999878,49.25999832,73.20999908,8796023,0.217521601,29.6
99.8410568,67.6992416,5.727333333,4.331333333,0.716,10.77333333,3.77,10.61,12.16,35.58,63.69,11.65,20.27,11.69202042,27.77465057,4.627190113,80.38999939,49.90000153,73.22000122,8932882,0.389292461,29.3
99.6743011,68.8178177,5.727333333,4.331333333,0.716,10.77333333,3.77,10.61,12.16,35.58,63.69,11.65,20.27,11.41065025,27.43424988,5.086410046,80.09999847,49.81999969,73.72000122,9029065,0.514284545,27.9
99.9576569,69.5909271,5.952,4.568,0.836,11.35666667,0,10.35,11.94,37.28,64.49,13.67,23.57,11.54292965,28.04873085,5.555230141,79.95999908,47.99000168,71.90000153,8865486,0.512923101,27.8
97.8718872,69.5468521,5.952,4.568,0.836,11.35666667,0,10.35,11.94,37.28,64.49,13.67,23.57,11.76500988,29.05567932,5.098340034,79.70999908,47.59999847,70.79000092,8849838,0.466428782,27.8
95.9725266,68.4081268,5.952,4.568,0.836,11.35666667,0,10.35,11.94,37.28,64.49,13.67,23.57,11.62662029,28.78741074,4.899909973,80.05999756,47.63000107,71.29000092,8962756,0.370055035,27.6
95.9725266,69.4786911,5.952,4.568,0.836,11.35666667,0,10.35,11.94,37.28,64.49,13.67,23.57,12.08611012,28.93989944,5.285840034,80.98000336,46.81000137,70.11000061,8989556,0.294820793,28.1
88.97019958,67.09266667,5.62,3.48,0.6,9.7,0.76,12.7,23.73,36.59,56.25,10.76,19.26,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10076001.88,1.970188879,31.3
88.97019958,67.09266667,5.62,3.48,0.6,9.7,0.76,12.7,23.73,36.59,56.25,10.76,19.26,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10076001.88,3.380293537,31.3
91.38710022,67.09266667,5.62,3.48,0.6,9.7,0.76,12.7,23.73,36.59,56.25,10.76,19.26,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10076001.88,1.838146263,31.3
91.38710022,67.09266667,5.62,3.48,0.6,9.7,0.76,12.7,23.73,36.59,56.25,10.76,19.26,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10076001.88,1.528816914,31.3
90.41368103,67.09266667,5.62,3.48,0.6,9.7,0.76,12.7,23.73,36.59,56.25,10.76,19.26,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10076001.88,2.531220259,31.3
96.96217346,67.09266667,5.75,4.12,0.65,10.52,1.07,6.56,12.75,45.71,65.46,11.6,20.72,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10076001.88,1.231185888,31.3
97.39370728,67.09266667,5.75,4.12,0.65,10.52,1.07,6.56,12.75,45.71,65.46,11.6,20.72,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10076001.88,1.00265826,31.3
99.46563721,67.09266667,5.75,4.12,0.65,10.52,1.07,6.56,12.75,45.71,65.46,11.6,20.72,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10076001.88,1.12667268,31.3
99.26766205,67.09266667,5.75,4.12,0.65,10.52,1.07,6.56,12.75,45.71,65.46,11.6,20.72,13.68523158,24.75316048,6.014609814,85.826,62.696,80.98798,10076001.88,1.162885259,31.3
92.20313263,67.09266667,5.75,4.12,0.65,10.52,1.07,6.56,12.75,45.71,65.46,11.6,20.72,13.68523158,24.03426933,5.892380238,85.826,62.696,80.98798,10076001.88,1.08064227,31.3
90.15827942,67.09266667,5.87,4.61,0.73,11.2,0.8,3.2,6.1,51.82,69.9,13.05,23.2,13.68523158,23.1767292,5.682199955,85.826,62.696,80.98798,10076001.88,1.21894271,31.3
89.86061096,67.09266667,5.87,4.61,0.73,11.2,0.8,3.2,6.1,51.82,69.9,13.05,23.2,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10076001.88,1.586852569,31.3
89.65795898,67.09266667,5.87,4.61,0.73,11.2,0.8,3.2,6.1,51.82,69.9,13.05,23.2,13.68523158,21.69845009,5.484869957,85.826,62.696,80.98798,10076001.88,1.667535733,31.6
95.92887878,67.09266667,5.87,4.61,0.73,11.2,0.8,3.2,6.1,51.82,69.9,13.05,23.2,13.68523158,31.67267036,5.360229969,85.826,62.696,80.98798,10076001.88,1.250548264,31.9
93.32781982,67.09266667,5.87,4.61,0.73,11.2,0.8,3.2,6.1,51.82,69.9,13.05,23.2,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10076001.88,1.132221845,32.2
94.20120239,67.09266667,5.82,4.65,0.73,11.2,1.12,4.17,7.8,52.42,67.54,13.21,23.48,13.68523158,31.57621002,5.415019989,85.826,62.696,80.98798,10076001.88,1.367346075,32.5
93.76183319,67.09266667,5.82,4.65,0.73,11.2,1.12,4.17,7.8,52.42,67.54,13.21,23.48,13.68523158,32.29367828,5.28000021,85.826,62.696,80.98798,10076001.88,1.638988867,32.675
92.89942169,67.09266667,5.82,4.65,0.73,11.2,1.12,4.17,7.8,52.42,67.54,13.21,23.48,13.68523158,31.6431694,5.07461977,85.826,62.696,80.98798,10076001.88,1.520986626,32.85
92.68937683,67.09266667,5.82,4.65,0.73,11.2,1.12,4.17,7.8,52.42,67.54,13.21,23.48,13.24973011,33.46855164,4.913290024,85.826,62.696,80.98798,10076001.88,1.636206657,33.025
91.27944183,67.09266667,5.82,4.65,0.73,11.2,1.12,4.17,7.8,52.42,67.54,13.21,23.48,13.35091972,32.6420517,4.747529984,85.826,62.696,80.98798,10076001.88,1.69256678,33.2
89.53736877,67.09266667,5.81,4.6,0.76,11.18,1.09,5.15,9.25,52.83,65.33,13.9,24.33,13.59171963,33.42060852,4.670380116,85.826,62.696,80.98798,8498108,1.479978016,33.1
87.91523743,67.09266667,5.81,4.6,0.76,11.18,1.09,5.15,9.25,52.83,65.33,13.9,24.33,14.06530952,32.64820862,4.793069839,85.826,62.696,80.98798,8542518,1.274577578,33
86.58374023,67.09266667,5.81,4.6,0.76,11.18,1.09,5.15,9.25,52.83,65.33,13.9,24.33,13.20401955,31.87310028,4.686510086,85.826,62.696,80.98798,8616564,1.213390775,32.9
85.38111877,67.09266667,5.81,4.6,0.76,11.18,1.09,5.15,9.25,52.83,65.33,13.9,24.33,15.01692009,26.5834198,5.509220123,85.826,62.696,80.98798,8651104,0.978336681,32.8
84.64128876,67.09266667,5.81,4.6,0.76,11.18,1.09,5.15,9.25,52.83,65.33,13.9,24.33,14.29701996,28.86819077,5.24751997,85.826,62.696,80.98798,8820272,1.058508842,32.7
72.22274017,68.3431015,5.78,4.55,0.87,11.2,1.37,6.31,10.81,50.62,60.35,15.87,27.47,14.77005959,27.58675957,5.129049778,85.826,62.696,80.98798,9025032,1.208019812,32.6
71.97203064,67.09266667,5.78,4.55,0.87,11.2,1.37,6.31,10.81,50.62,60.35,15.87,27.47,14.24612045,29.61601067,5.225830078,85.826,62.696,80.98798,9153651,1.313819299,32.75
69.08499146,67.09266667,5.78,4.55,0.87,11.2,1.37,6.31,10.81,50.62,60.35,15.87,27.47,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,9220558,1.11872569,32.9
68.6167984,67.09266667,5.78,4.55,0.87,11.2,1.37,6.31,10.81,50.62,60.35,15.87,27.47,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,9322131,1.042235716,33.05
67.21492004,67.09266667,5.78,4.55,0.87,11.2,1.37,6.31,10.81,50.62,60.35,15.87,27.47,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,9416410,1.142505187,33.2
67.13053131,68.32234955,5.8,4.56,0.71,11.07,1.08,6.8,11.16,57.04,65.32,13.15,22.44,13.36015987,23.4199295,4.892650127,85.826,62.696,80.98798,9603052,1.192272323,33.35
65.35317993,67.09266667,5.8,4.56,0.71,11.07,1.08,6.8,11.16,57.04,65.32,13.15,22.44,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,9790007,1.348358342,33.5
67.42807007,67.09266667,5.8,4.56,0.71,11.07,1.08,6.8,11.16,57.04,65.32,13.15,22.44,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,9946984,1.220563785,33.5
72.04212189,67.09266667,5.8,4.56,0.71,11.07,1.08,6.8,11.16,57.04,65.32,13.15,22.44,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10126897,1.233996663,33.5
72.70420074,67.09266667,5.8,4.56,0.71,11.07,1.08,6.8,11.16,57.04,65.32,13.15,22.44,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10247023,1.159352162,33.1
72.80381012,67.09266667,5.84,4.71,0.84,11.38,0.91,6.6,10.2,55.98,62.48,15.63,26.41,13.58512974,22.19503975,4.912280083,85.826,62.696,80.98798,10556744,1.319789554,33.675
72.48188782,67.09266667,5.84,4.71,0.84,11.38,0.91,6.6,10.2,55.98,62.48,15.63,26.41,13.17819977,21.98007965,4.742730141,85.826,62.696,80.98798,10801486,1.475227945,34.25
80.52352905,67.09266667,5.84,4.71,0.84,11.38,0.91,6.6,10.2,55.98,62.48,15.63,26.41,13.03026962,22.50197029,4.646319866,85.826,62.696,80.98798,10969572,0.624678435,34.825
80.75945282,67.09266667,5.84,4.71,0.84,11.38,0.91,6.6,10.2,55.98,62.48,15.63,26.41,12.59972,22.45878983,4.627190113,85.826,62.696,80.98798,11259228,2.00402174,35.4
80.92125702,67.09266667,5.84,4.71,0.84,11.38,0.91,6.6,10.2,55.98,62.48,15.63,26.41,13.41501999,22.11264992,5.086410046,86.72000122,66.36000061,82.54000092,11494942,2.06104513,35.05
81.74391937,67.09266667,5.97,4.59,0.99,11.54,0.72,5.21,7.59,38.49,60.71,18.52,30.98,14.32759953,22.27660942,5.555230141,86.33000183,64.76000214,81.76999664,11692512,1.555489589,34.7
83.6890564,67.09266667,5.97,4.59,0.99,11.54,0.72,5.21,7.59,38.49,60.71,18.52,30.98,13.50201988,23.20185089,5.098340034,86.63999939,64.77999878,82.51999664,11859920,1.389527316,34.7
83.6890564,67.09266667,5.97,4.59,0.99,11.54,0.72,5.21,7.59,38.49,60.71,18.52,30.98,13.18365002,23.67861938,4.899909973,86.86000061,65.44000244,81.97000122,12018673,1.722895219,34.7
83.6890564,64.61264038,5.97,4.59,0.99,11.54,0.72,5.21,7.59,38.49,60.71,18.52,30.98,14.04586029,25.9484005,5.285840034,82.58000183,52.13999939,76.13999939,12190657,1.69747275,34.7
