UIS.NIRA.1,UIS.XSPENDP.FDPUB.FNS,BAR.PRM.SCHL,BAR.SEC.SCHL,BAR.TER.SCHL,BAR.TOT.SCHL,BAR.NOED.15UP.ZS,BAR.PRM.CMPT.15UP.ZS,BAR.PRM.ICMP.15UP.ZS,BAR.SEC.CMPT.15UP.ZS,BAR.SEC.ICMP.15UP.ZS,BAR.TER.CMPT.15UP.ZS,BAR.TER.ICMP.15UP.ZS,BAR.NOED.1519.ZS,BAR.PRM.CMPT.1519.ZS,BAR.PRM.ICMP.1519.ZS,BAR.SEC.CMPT.1519.ZS,BAR.SEC.ICMP.1519.ZS,BAR.TER.CMPT.1519.ZS,BAR.TER.ICMP.1519.ZS,BAR.NOED.2024.ZS,BAR.PRM.CMPT.2024.ZS,BAR.PRM.ICMP.2024.ZS,BAR.SEC.CMPT.2024.ZS,BAR.SEC.ICMP.2024.ZS,BAR.TER.CMPT.2024.ZS,BAR.TER.ICMP.2024.ZS,BAR.NOED.25UP.ZS,BAR.PRM.CMPT.25UP.ZS,BAR.PRM.ICMP.25UP.ZS,BAR.SEC.CMPT.25UP.ZS,BAR.SEC.ICMP.25UP.ZS,BAR.TER.CMPT.25UP.ZS,BAR.TER.ICMP.25UP.ZS,BAR.NOED.2529.ZS,BAR.PRM.CMPT.2529.ZS,BAR.PRM.ICMP.2529.ZS,BAR.SEC.CMPT.2529.ZS,BAR.SEC.ICMP.2529.ZS,BAR.TER.CMPT.2529.ZS,BAR.TER.ICMP.2529.ZS,BAR.NOED.3034.ZS,BAR.PRM.CMPT.3034.ZS,BAR.PRM.ICMP.3034.ZS,BAR.SEC.CMPT.3034.ZS,BAR.SEC.ICMP.3034.ZS,BAR.TER.CMPT.3034.ZS,BAR.TER.ICMP.3034.ZS,BAR.NOED.3539.ZS,BAR.PRM.CMPT.3539.ZS,BAR.PRM.ICMP.3539.ZS,BAR.SEC.CMPT.3539.ZS,BAR.SEC.ICMP.3539.ZS,BAR.TER.CMPT.3539.ZS,BAR.TER.ICMP.3539.ZS,BAR.NOED.4044.ZS,BAR.PRM.CMPT.4044.ZS,BAR.PRM.ICMP.4044.ZS,BAR.SEC.CMPT.4044.ZS,BAR.SEC.ICMP.4044.ZS,BAR.TER.CMPT.4044.ZS,BAR.TER.ICMP.4044.ZS,BAR.NOED.4549.ZS,BAR.PRM.CMPT.4549.ZS,BAR.PRM.ICMP.4549.ZS,BAR.SEC.CMPT.4549.ZS,BAR.SEC.ICMP.4549.ZS,BAR.TER.CMPT.4549.ZS,BAR.TER.ICMP.4549.ZS,BAR.NOED.5054.ZS,BAR.PRM.CMPT.5054.ZS,BAR.PRM.ICMP.5054.ZS,BAR.SEC.CMPT.5054.ZS,BAR.SEC.ICMP.5054.ZS,BAR.TER.CMPT.5054.ZS,BAR.TER.ICMP.5054.ZS,BAR.NOED.5559.ZS,BAR.PRM.CMPT.5559.ZS,BAR.PRM.ICMP.5559.ZS,BAR.SEC.CMPT.5559.ZS,BAR.SEC.ICMP.5559.ZS,BAR.TER.CMPT.5559.ZS,BAR.TER.ICMP.5559.ZS,BAR.NOED.6064.ZS,BAR.PRM.CMPT.6064.ZS,BAR.PRM.ICMP.6064.ZS,BAR.SEC.CMPT.6064.ZS,BAR.SEC.ICMP.6064.ZS,BAR.TER.CMPT.6064.ZS,BAR.TER.ICMP.6064.ZS,BAR.NOED.6569.ZS,BAR.PRM.CMPT.6569.ZS,BAR.PRM.ICMP.6569.ZS,BAR.SEC.CMPT.6569.ZS,BAR.SEC.ICMP.6569.ZS,BAR.TER.CMPT.6569.ZS,BAR.TER.ICMP.6569.ZS,BAR.NOED.7074.ZS,BAR.PRM.CMPT.7074.ZS,BAR.PRM.ICMP.7074.ZS,BAR.SEC.CMPT.7074.ZS,BAR.SEC.ICMP.7074.ZS,BAR.TER.CMPT.7074.ZS,BAR.TER.ICMP.7074.ZS,BAR.NOED.75UP.ZS,BAR.PRM.CMPT.75UP.ZS,BAR.PRM.ICMP.75UP.ZS,BAR.SEC.CMPT.75UP.ZS,BAR.SEC.ICMP.75UP.ZS,BAR.TER.CMPT.75UP.ZS,BAR.TER.ICMP.75UP.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TERT.ZS,NY.GDP.MKTP.KD,NY.GDP.PCAP.KD,NY.GDP.PCAP.PP.KD,NY.GDP.MKTP.PP.KD,SE.XPD.TOTL.GD.ZS,SL.TLF.ADVN.ZS,SL.TLF.BASC.ZS,SL.TLF.INTM.ZS,SL.TLF.TOTL.IN,SP.POP.GROW,SI.POV.GINI
89.35025787,68.88765423,5.618666667,3.785333333,0.5633333333,9.968666667,0.83,5.37,13.49,27.25,64.9,9.93,20.77,0.09,3.29,4.65,15.34,89.76,0.05,5.5,0.21,1.39,2.7,34.53,67.17,8.26,29.93,0.99,6.04,15.65,27.71,61.99,11.17,21.38,0.34,1.73,3.5,35.46,69.86,13.66,26.3,0.34,1.73,3.5,35.46,69.86,13.66,26.3,0.39,2.74,6.57,30.5,65.17,14.61,27.88,0.39,2.74,6.57,30.5,65.17,14.61,27.88,0.76,5.92,16.3,25.98,61.2,11.92,21.74,0.76,5.92,16.3,25.98,61.2,11.92,21.74,1.51,9.42,26.2,22.16,57.93,7.55,14.36,1.78,11.54,31.46,20.34,54.56,6.41,12.2,2.63,14.6,37.84,17.75,49.71,4.67,9.82,2.63,14.6,37.84,17.75,49.71,4.67,9.82,2.63,14.6,37.84,17.75,49.71,4.67,9.82,13.19062042,31.81250954,1014073201232,36489.26635,31299.65457,869848700131,5.992229939,81.45700073,49.67699814,73.68199921,14716537,1.493593109,31.125
97.85366058,68.88765423,5.618666667,3.785333333,0.5633333333,9.968666667,0.83,5.37,13.49,27.25,64.9,9.93,20.77,0.09,3.29,4.65,15.34,89.76,0.05,5.5,0.21,1.39,2.7,34.53,67.17,8.26,29.93,0.99,6.04,15.65,27.71,61.99,11.17,21.38,0.34,1.73,3.5,35.46,69.86,13.66,26.3,0.34,1.73,3.5,35.46,69.86,13.66,26.3,0.39,2.74,6.57,30.5,65.17,14.61,27.88,0.39,2.74,6.57,30.5,65.17,14.61,27.88,0.76,5.92,16.3,25.98,61.2,11.92,21.74,0.76,5.92,16.3,25.98,61.2,11.92,21.74,1.51,9.42,26.2,22.16,57.93,7.55,14.36,1.78,11.54,31.46,20.34,54.56,6.41,12.2,2.63,14.6,37.84,17.75,49.71,4.67,9.82,2.63,14.6,37.84,17.75,49.71,4.67,9.82,2.63,14.6,37.84,17.75,49.71,4.67,9.82,14.26379967,28.13154984,992517125952,35231.02121,30220.36078,851358393869,6.884270191,81.19599915,48.18399811,73.22799683,14808532,1.360506174,31
98.04128265,68.88765423,5.618666667,3.785333333,0.5633333333,9.968666667,0.83,5.37,13.49,27.25,64.9,9.93,20.77,0.09,3.29,4.65,15.34,89.76,0.05,5.5,0.21,1.39,2.7,34.53,67.17,8.26,29.93,0.99,6.04,15.65,27.71,61.99,11.17,21.38,0.34,1.73,3.5,35.46,69.86,13.66,26.3,0.34,1.73,3.5,35.46,69.86,13.66,26.3,0.39,2.74,6.57,30.5,65.17,14.61,27.88,0.39,2.74,6.57,30.5,65.17,14.61,27.88,0.76,5.92,16.3,25.98,61.2,11.92,21.74,0.76,5.92,16.3,25.98,61.2,11.92,21.74,1.51,9.42,26.2,22.16,57.93,7.55,14.36,1.78,11.54,31.46,20.34,54.56,6.41,12.2,2.63,14.6,37.84,17.75,49.71,4.67,9.82,2.63,14.6,37.84,17.75,49.71,4.67,9.82,2.63,14.6,37.84,17.75,49.71,4.67,9.82,13.11614037,30.75021935,1001280814225,35108.51904,30115.28124,858875684380,6.773389816,80.34999847,46.54000092,71.83999634,14790440,1.2274176,31.1
92.2246933,68.88765423,5.618666667,3.785333333,0.5633333333,9.968666667,0.83,5.37,13.49,27.25,64.9,9.93,20.77,0.09,3.29,4.65,15.34,89.76,0.05,5.5,0.21,1.39,2.7,34.53,67.17,8.26,29.93,0.99,6.04,15.65,27.71,61.99,11.17,21.38,0.34,1.73,3.5,35.46,69.86,13.66,26.3,0.34,1.73,3.5,35.46,69.86,13.66,26.3,0.39,2.74,6.57,30.5,65.17,14.61,27.88,0.39,2.74,6.57,30.5,65.17,14.61,27.88,0.76,5.92,16.3,25.98,61.2,11.92,21.74,0.76,5.92,16.3,25.98,61.2,11.92,21.74,1.51,9.42,26.2,22.16,57.93,7.55,14.36,1.78,11.54,31.46,20.34,54.56,6.41,12.2,2.63,14.6,37.84,17.75,49.71,4.67,9.82,2.63,14.6,37.84,17.75,49.71,4.67,9.82,2.63,14.6,37.84,17.75,49.71,4.67,9.82,14.62347984,27.78079987,1027867181693,35648.47799,30578.44562,881680859741,7.704470158,80.19000244,44.86999893,71,14876763,1.094331921,31.2
90.27510071,68.88765423,5.618666667,3.785333333,0.5633333333,9.968666667,0.83,5.37,13.49,27.25,64.9,9.93,20.77,0.09,3.29,4.65,15.34,89.76,0.05,5.5,0.21,1.39,2.7,34.53,67.17,8.26,29.93,0.99,6.04,15.65,27.71,61.99,11.17,21.38,0.34,1.73,3.5,35.46,69.86,13.66,26.3,0.34,1.73,3.5,35.46,69.86,13.66,26.3,0.39,2.74,6.57,30.5,65.17,14.61,27.88,0.39,2.74,6.57,30.5,65.17,14.61,27.88,0.76,5.92,16.3,25.98,61.2,11.92,21.74,0.76,5.92,16.3,25.98,61.2,11.92,21.74,1.51,9.42,26.2,22.16,57.93,7.55,14.36,1.78,11.54,31.46,20.34,54.56,6.41,12.2,2.63,14.6,37.84,17.75,49.71,4.67,9.82,2.63,14.6,37.84,17.75,49.71,4.67,9.82,2.63,14.6,37.84,17.75,49.71,4.67,9.82,12.93443012,34.57579041,1074054132617,36893.98189,31646.81026,921298965392,6.676509857,79.42099762,44.48600006,70.79299927,14987271,0.961244717,31.3
90.18241119,68.88765423,5.67,4.04,0.6706666667,10.38,0.88,4.97,11.36,29.42,63.57,11.54,24.18,0.1,3.09,5.05,18.47,82.75,0.16,12.1,0.31,1.13,2.22,35.55,59.94,11.21,37.53,1.02,5.35,12.96,29.37,61.99,13.05,24.03,0.26,1.19,2.44,37.41,63.27,19.08,34.03,0.4,1.58,3.42,36.65,68.09,15.34,28.08,0.4,1.58,3.42,36.65,68.09,15.34,28.08,0.53,2.58,6.45,31.34,64.41,15.59,28.61,0.53,2.58,6.45,31.34,64.41,15.59,28.61,0.9,5.26,14.81,27.09,61.05,13.12,23.25,1.21,6.43,18.28,24.87,60.18,11.47,20.32,2.17,10.43,28.66,20.83,55.8,7.09,13.37,2.39,11.83,32.18,19.76,53.28,6.45,12.15,2.71,12.85,34.11,19.06,51.94,5.67,11.24,2.71,12.85,34.11,18,51.94,5.67,11.24,12.86363029,35.26795959,1102814170730,37569.46824,32226.22694,945968665506,6.320509911,79.24099731,42.99700165,70.46199799,15052449,0.8281591793,31.4
91.11649323,68.88765423,5.67,4.04,0.6706666667,10.38,0.88,4.97,11.36,29.42,63.57,11.54,24.18,0.1,3.09,5.05,18.47,82.75,0.16,12.1,0.31,1.13,2.22,35.55,59.94,11.21,37.53,1.02,5.35,12.96,29.37,61.99,13.05,24.03,0.26,1.19,2.44,37.41,63.27,19.08,34.03,0.4,1.58,3.42,36.65,68.09,15.34,28.08,0.4,1.58,3.42,36.65,68.09,15.34,28.08,0.53,2.58,6.45,31.34,64.41,15.59,28.61,0.53,2.58,6.45,31.34,64.41,15.59,28.61,0.9,5.26,14.81,27.09,61.05,13.12,23.25,1.21,6.43,18.28,24.87,60.18,11.47,20.32,2.17,10.43,28.66,20.83,55.8,7.09,13.37,2.39,11.83,32.18,19.76,53.28,6.45,12.15,2.71,12.85,34.11,19.06,51.94,5.67,11.24,2.71,12.85,34.11,18,51.94,5.67,11.24,13.22047428,31.59305006,1120581036708,37765.73245,32394.57787,961208675061,6.200091389,80.54000092,42.88000107,71.69000244,15194462,1.077164681,31.5
91.10782146,68.88765423,5.67,4.04,0.6706666667,10.38,0.88,4.97,11.36,29.42,63.57,11.54,24.18,0.1,3.09,5.05,18.47,82.75,0.16,12.1,0.31,1.13,2.22,35.55,59.94,11.21,37.53,1.02,5.35,12.96,29.37,61.99,13.05,24.03,0.26,1.19,2.44,37.41,63.27,19.08,34.03,0.4,1.58,3.42,36.65,68.09,15.34,28.08,0.4,1.58,3.42,36.65,68.09,15.34,28.08,0.53,2.58,6.45,31.34,64.41,15.59,28.61,0.53,2.58,6.45,31.34,64.41,15.59,28.61,0.9,5.26,14.81,27.09,61.05,13.12,23.25,1.21,6.43,18.28,24.87,60.18,11.47,20.32,2.17,10.43,28.66,20.83,55.8,7.09,13.37,2.39,11.83,32.18,19.76,53.28,6.45,12.15,2.71,12.85,34.11,19.06,51.94,5.67,11.24,2.71,12.85,34.11,18,51.94,5.67,11.24,13.22047428,31.59305006,1168539803242,38967.9531,33425.81513,1002346603447,6.200091389,78.48000336,41.78300095,70.21900177,15445178,1.057015395,31.6
98.80769348,72.03755951,5.67,4.04,0.6706666667,10.38,0.88,4.97,11.36,29.42,63.57,11.54,24.18,0.1,3.09,5.05,18.47,82.75,0.16,12.1,0.31,1.13,2.22,35.55,59.94,11.21,37.53,1.02,5.35,12.96,29.37,61.99,13.05,24.03,0.26,1.19,2.44,37.41,63.27,19.08,34.03,0.4,1.58,3.42,36.65,68.09,15.34,28.08,0.4,1.58,3.42,36.65,68.09,15.34,28.08,0.53,2.58,6.45,31.34,64.41,15.59,28.61,0.53,2.58,6.45,31.34,64.41,15.59,28.61,0.9,5.26,14.81,27.09,61.05,13.12,23.25,1.21,6.43,18.28,24.87,60.18,11.47,20.32,2.17,10.43,28.66,20.83,55.8,7.09,13.37,2.39,11.83,32.18,19.76,53.28,6.45,12.15,2.71,12.85,34.11,19.06,51.94,5.67,11.24,2.71,12.85,34.11,18,51.94,5.67,11.24,12.63957977,31.00068092,1213899703904,40131.70183,34424.05206,1041255284379,5.511360168,59.65999985,31.82999992,98.52999878,15698925,0.8656136632,33.2
99.37574005,72.23261261,5.67,4.04,0.6706666667,10.38,0.88,4.97,11.36,29.42,63.57,11.54,24.18,0.1,3.09,5.05,18.47,82.75,0.16,12.1,0.31,1.13,2.22,35.55,59.94,11.21,37.53,1.02,5.35,12.96,29.37,61.99,13.05,24.03,0.26,1.19,2.44,37.41,63.27,19.08,34.03,0.4,1.58,3.42,36.65,68.09,15.34,28.08,0.4,1.58,3.42,36.65,68.09,15.34,28.08,0.53,2.58,6.45,31.34,64.41,15.59,28.61,0.53,2.58,6.45,31.34,64.41,15.59,28.61,0.9,5.26,14.81,27.09,61.05,13.12,23.25,1.21,6.43,18.28,24.87,60.18,11.47,20.32,2.17,10.43,28.66,20.83,55.8,7.09,13.37,2.39,11.83,32.18,19.76,53.28,6.45,12.15,2.71,12.85,34.11,19.06,51.94,5.67,11.24,2.71,12.85,34.11,18,51.94,5.67,11.24,12.74188042,31.59305006,1276575905731,41856.04559,35903.15453,1095017490719,5.551690102,78.55000305,41.94499969,70.43099976,15986114,0.8273693182,33.25
98.64894104,70.45150757,5.72,4.227333333,0.7546666667,10.704,0.86,3.58,9.28,30.19,64.03,13.89,25.83,0.1,2.23,3.15,16.45,90.55,0.11,6.2,0.19,0.88,1.75,36.6,62.84,11.35,35.22,1,3.98,10.64,30.98,61.43,15.56,26.93,0.31,1.02,2.22,36.99,59.94,22.66,37.53,0.31,1.02,2.22,36.99,59.94,22.66,37.53,0.45,1.45,3.35,36.52,66.59,16.99,29.61,0.45,1.45,3.35,36.52,66.59,16.99,29.61,0.65,2.44,6.36,31.42,63.76,16.57,29.23,0.65,2.44,6.36,31.42,63.76,16.57,29.23,1.02,4.71,13.53,27.43,60.92,14.27,24.53,1.6,6.82,19.97,24.29,59.32,11.11,19.11,2.73,11.33,30.76,19.98,53.98,6.7,12.53,2.73,11.33,30.76,19.98,53.98,6.7,12.53,2.73,11.33,30.76,19.98,53.98,6.7,12.53,12.98260021,31.59305006,1342736881189,43638.28315,37431.91698,1151768855839,5.466259956,78.55799866,41.92200089,70.04799652,16235329,0.8829985769,33.3
91.10782146,72.43132782,5.72,4.227333333,0.7546666667,10.704,0.86,3.58,9.28,30.19,64.03,13.89,25.83,0.1,2.23,3.15,16.45,90.55,0.11,6.2,0.19,0.88,1.75,36.6,62.84,11.35,35.22,1,3.98,10.64,30.98,61.43,15.56,26.93,0.31,1.02,2.22,36.99,59.94,22.66,37.53,0.31,1.02,2.22,36.99,59.94,22.66,37.53,0.45,1.45,3.35,36.52,66.59,16.99,29.61,0.45,1.45,3.35,36.52,66.59,16.99,29.61,0.65,2.44,6.36,31.42,63.76,16.57,29.23,0.65,2.44,6.36,31.42,63.76,16.57,29.23,1.02,4.71,13.53,27.43,60.92,14.27,24.53,1.6,6.82,19.97,24.29,59.32,11.11,19.11,2.73,11.33,30.76,19.98,53.98,6.7,12.53,2.73,11.33,30.76,19.98,53.98,6.7,12.53,2.73,11.33,30.76,19.98,53.98,6.7,12.53,12.21224022,31.59305006,1366514322196,43964.95459,37712.12824,1172164598600,4.98032999,78.44999695,41.4679985,69.70500183,16492182,1.009521666,33.4
91.10782146,70.52983093,5.72,4.227333333,0.7546666667,10.704,0.86,3.58,9.28,30.19,64.03,13.89,25.83,0.1,2.23,3.15,16.45,90.55,0.11,6.2,0.19,0.88,1.75,36.6,62.84,11.35,35.22,1,3.98,10.64,30.98,61.43,15.56,26.93,0.31,1.02,2.22,36.99,59.94,22.66,37.53,0.31,1.02,2.22,36.99,59.94,22.66,37.53,0.45,1.45,3.35,36.52,66.59,16.99,29.61,0.45,1.45,3.35,36.52,66.59,16.99,29.61,0.65,2.44,6.36,31.42,63.76,16.57,29.23,0.65,2.44,6.36,31.42,63.76,16.57,29.23,1.02,4.71,13.53,27.43,60.92,14.27,24.53,1.6,6.82,19.97,24.29,59.32,11.11,19.11,2.73,11.33,30.76,19.98,53.98,6.7,12.53,2.73,11.33,30.76,19.98,53.98,6.7,12.53,2.73,11.33,30.76,19.98,53.98,6.7,12.53,12.14789963,31.59305006,1407646626140,44883.8284,38500.31708,1207446944169,5.012949944,61.68999863,33.61000061,97.79000092,16944642,0.8971312767,33.5
91.10782146,74.18670456,5.72,4.227333333,0.7546666667,10.704,0.86,3.58,9.28,30.19,64.03,13.89,25.83,0.1,2.23,3.15,16.45,90.55,0.11,6.2,0.19,0.88,1.75,36.6,62.84,11.35,35.22,1,3.98,10.64,30.98,61.43,15.56,26.93,0.31,1.02,2.22,36.99,59.94,22.66,37.53,0.31,1.02,2.22,36.99,59.94,22.66,37.53,0.45,1.45,3.35,36.52,66.59,16.99,29.61,0.45,1.45,3.35,36.52,66.59,16.99,29.61,0.65,2.44,6.36,31.42,63.76,16.57,29.23,0.65,2.44,6.36,31.42,63.76,16.57,29.23,1.02,4.71,13.53,27.43,60.92,14.27,24.53,1.6,6.82,19.97,24.29,59.32,11.11,19.11,2.73,11.33,30.76,19.98,53.98,6.7,12.53,2.73,11.33,30.76,19.98,53.98,6.7,12.53,2.73,11.33,30.76,19.98,53.98,6.7,12.53,13.22047428,31.59305006,1433016265611,45239.81139,38805.67111,1229208438201,6.200091389,78.98899841,43.0929985,70.52300262,17361800,0.9962327389,33.6
91.10782146,68.88765423,5.72,4.227333333,0.7546666667,10.704,0.86,3.58,9.28,30.19,64.03,13.89,25.83,0.1,2.23,3.15,16.45,90.55,0.11,6.2,0.19,0.88,1.75,36.6,62.84,11.35,35.22,1,3.98,10.64,30.98,61.43,15.56,26.93,0.31,1.02,2.22,36.99,59.94,22.66,37.53,0.31,1.02,2.22,36.99,59.94,22.66,37.53,0.45,1.45,3.35,36.52,66.59,16.99,29.61,0.45,1.45,3.35,36.52,66.59,16.99,29.61,0.65,2.44,6.36,31.42,63.76,16.57,29.23,0.65,2.44,6.36,31.42,63.76,16.57,29.23,1.02,4.71,13.53,27.43,60.92,14.27,24.53,1.6,6.82,19.97,24.29,59.32,11.11,19.11,2.73,11.33,30.76,19.98,53.98,6.7,12.53,2.73,11.33,30.76,19.98,53.98,6.7,12.53,2.73,11.33,30.76,19.98,53.98,6.7,12.53,13.22047428,31.59305006,1477238591688,46170.9202,39604.35486,1267141333783,6.200091389,62.02000046,33.24000168,97.87000275,17583867,1.002034424,33.7
91.10782146,69.99864197,5.808666667,4.874666667,1.216,11.89933333,0.78,2.7,6.04,32.11,53.11,20.47,40.07,1.7,0.13,0.19,30.79,94.81,0.06,3.3,0.83,0.02,0.04,49.62,63.23,11.57,35.9,0.68,2.99,7.2,30.42,48.08,25.42,44.05,0.13,0.62,1.23,33.08,43.94,33.02,54.7,0.21,0.69,1.51,30.51,40.68,34.77,57.6,0.24,0.78,1.71,34.06,46.15,31.33,51.9,0.31,0.99,2.29,33.58,45.5,29.78,51.9,0.36,1.15,2.65,37.17,52.69,25.42,44.3,0.51,1.92,5,35.41,50.18,25.11,44.3,0.55,2.07,5.38,33.33,53.97,22.73,40.1,0.81,3.73,10.74,29.87,48.35,23.32,40.1,1.42,6.05,17.72,24.57,52.65,16.4,28.2,2.11,8.74,23.75,21.44,45.95,15.09,28.2,2.31,9.57,25.99,19.58,50.3,11.45,21.4,12.17807007,31.59305006,1524530644076,47181.56239,40471.26053,1307707370088,4.786389828,78.18599701,41.54600143,69.86599731,17734868,0.985903767,33.73
91.10782146,67.22982788,5.808666667,4.874666667,1.216,11.89933333,0.78,2.7,6.04,32.11,53.11,20.47,40.07,1.7,0.13,0.19,30.79,94.81,0.06,3.3,0.83,0.02,0.04,49.62,63.23,11.57,35.9,0.68,2.99,7.2,30.42,48.08,25.42,44.05,0.13,0.62,1.23,33.08,43.94,33.02,54.7,0.21,0.69,1.51,30.51,40.68,34.77,57.6,0.24,0.78,1.71,34.06,46.15,31.33,51.9,0.31,0.99,2.29,33.58,45.5,29.78,51.9,0.36,1.15,2.65,37.17,52.69,25.42,44.3,0.51,1.92,5,35.41,50.18,25.11,44.3,0.55,2.07,5.38,33.33,53.97,22.73,40.1,0.81,3.73,10.74,29.87,48.35,23.32,40.1,1.42,6.05,17.72,24.57,52.65,16.4,28.2,2.11,8.74,23.75,21.44,45.95,15.09,28.2,2.31,9.57,25.99,19.58,50.3,11.45,21.4,13.22047428,31.59305006,1564525373435,48035.03579,41203.3504,1342013930307,6.200091389,77.80899811,41.87900162,69.22699738,17911925,0.7968445973,33.76
91.10782146,67.9055481,5.808666667,4.874666667,1.216,11.89933333,0.78,2.7,6.04,32.11,53.11,20.47,40.07,1.7,0.13,0.19,30.79,94.81,0.06,3.3,0.83,0.02,0.04,49.62,63.23,11.57,35.9,0.68,2.99,7.2,30.42,48.08,25.42,44.05,0.13,0.62,1.23,33.08,43.94,33.02,54.7,0.21,0.69,1.51,30.51,40.68,34.77,57.6,0.24,0.78,1.71,34.06,46.15,31.33,51.9,0.31,0.99,2.29,33.58,45.5,29.78,51.9,0.36,1.15,2.65,37.17,52.69,25.42,44.3,0.51,1.92,5,35.41,50.18,25.11,44.3,0.55,2.07,5.38,33.33,53.97,22.73,40.1,0.81,3.73,10.74,29.87,48.35,23.32,40.1,1.42,6.05,17.72,24.57,52.65,16.4,28.2,2.11,8.74,23.75,21.44,45.95,15.09,28.2,2.31,9.57,25.99,19.58,50.3,11.45,21.4,12.32855988,36.81221008,1596797584439,48552.69643,41647.38781,1369696291657,4.787439823,77.72599792,42.00799942,69.47599792,18274696,0.9698536111,33.8
91.10782146,67.12976837,5.808666667,4.874666667,1.216,11.89933333,0.78,2.7,6.04,32.11,53.11,20.47,40.07,1.7,0.13,0.19,30.79,94.81,0.06,3.3,0.83,0.02,0.04,49.62,63.23,11.57,35.9,0.68,2.99,7.2,30.42,48.08,25.42,44.05,0.13,0.62,1.23,33.08,43.94,33.02,54.7,0.21,0.69,1.51,30.51,40.68,34.77,57.6,0.24,0.78,1.71,34.06,46.15,31.33,51.9,0.31,0.99,2.29,33.58,45.5,29.78,51.9,0.36,1.15,2.65,37.17,52.69,25.42,44.3,0.51,1.92,5,35.41,50.18,25.11,44.3,0.55,2.07,5.38,33.33,53.97,22.73,40.1,0.81,3.73,10.74,29.87,48.35,23.32,40.1,1.42,6.05,17.72,24.57,52.65,16.4,28.2,2.11,8.74,23.75,21.44,45.95,15.09,28.2,2.31,9.57,25.99,19.58,50.3,11.45,21.4,12.00996017,34.44430923,1612771324291,48510.56777,41611.25081,1383398198807,4.648700237,77.63500214,42.26300049,69.13999939,18573501,1.082197086,33.73
91.10782146,65.48918915,5.808666667,4.874666667,1.216,11.89933333,0.78,2.7,6.04,32.11,53.11,20.47,40.07,1.7,0.13,0.19,30.79,94.81,0.06,3.3,0.83,0.02,0.04,49.62,63.23,11.57,35.9,0.68,2.99,7.2,30.42,48.08,25.42,44.05,0.13,0.62,1.23,33.08,43.94,33.02,54.7,0.21,0.69,1.51,30.51,40.68,34.77,57.6,0.24,0.78,1.71,34.06,46.15,31.33,51.9,0.31,0.99,2.29,33.58,45.5,29.78,51.9,0.36,1.15,2.65,37.17,52.69,25.42,44.3,0.51,1.92,5,35.41,50.18,25.11,44.3,0.55,2.07,5.38,33.33,53.97,22.73,40.1,0.81,3.73,10.74,29.87,48.35,23.32,40.1,1.42,6.05,17.72,24.57,52.65,16.4,28.2,2.11,8.74,23.75,21.44,45.95,15.09,28.2,2.31,9.57,25.99,19.58,50.3,11.45,21.4,12.48363972,36.06861115,1565201220604,46543.7922,39924.1959,1342593656485,4.86123991,77.70800018,40.69599915,67.86299896,18709013,1.144840183,33.67
91.10782146,65.83621216,5.857333333,5.083333333,1.342,12.28266667,0.67,2.24,4.79,31.79,50.63,22.67,43.91,0.1,1.88,2.61,35.72,93.36,0.07,3.93,2.2,0.02,0.04,48.13,59.16,12.44,38.6,0.58,2.37,5.5,31,46.25,27.72,47.67,0.55,0.02,0.03,32.47,42.1,34.6,57.32,0.12,0.55,1.09,30.49,39.02,36.09,59.78,0.21,0.68,1.48,30.49,39.88,35.27,58.43,0.21,0.68,1.48,30.49,39.88,35.27,58.43,0.33,1.07,2.46,35.75,48.86,27.74,48.34,0.33,1.07,2.46,35.75,48.86,27.74,48.34,0.52,1.95,5.08,35.11,50.94,24.63,43.46,0.52,1.95,5.08,35.11,50.94,24.63,43.46,0.88,4.07,11.71,28.65,52.72,20.17,34.69,1.2,5.12,15,26.69,49.11,20.17,34.69,2.1,8.7,23.63,21.42,50.4,12.77,23.87,12.33596039,35.38945007,1613464422811,47447.47602,40699.35513,1383992722798,5.360919952,77.16999817,40.06499863,67.52799988,18913406,1.113959721,33.6
91.10782146,65.45578003,5.857333333,5.083333333,1.342,12.28266667,0.67,2.24,4.79,31.79,50.63,22.67,43.91,0.1,1.88,2.61,35.72,93.36,0.07,3.93,2.2,0.02,0.04,48.13,59.16,12.44,38.6,0.58,2.37,5.5,31,46.25,27.72,47.67,0.55,0.02,0.03,32.47,42.1,34.6,57.32,0.12,0.55,1.09,30.49,39.02,36.09,59.78,0.21,0.68,1.48,30.49,39.88,35.27,58.43,0.21,0.68,1.48,30.49,39.88,35.27,58.43,0.33,1.07,2.46,35.75,48.86,27.74,48.34,0.33,1.07,2.46,35.75,48.86,27.74,48.34,0.52,1.95,5.08,35.11,50.94,24.63,43.46,0.52,1.95,5.08,35.11,50.94,24.63,43.46,0.88,4.07,11.71,28.65,52.72,20.17,34.69,1.2,5.12,15,26.69,49.11,20.17,34.69,2.1,8.7,23.63,21.42,50.4,12.77,23.87,12.21914005,35.59939957,1664146873841,48456.96457,41565.27122,1427466965184,5.281219959,76.68499756,39.73799896,66.99099731,19059119,0.9876177113,33.55
99.35382843,68.88765423,5.857333333,5.083333333,1.342,12.28266667,0.67,2.24,4.79,31.79,50.63,22.67,43.91,0.1,1.88,2.61,35.72,93.36,0.07,3.93,2.2,0.02,0.04,48.13,59.16,12.44,38.6,0.58,2.37,5.5,31,46.25,27.72,47.67,0.55,0.02,0.03,32.47,42.1,34.6,57.32,0.12,0.55,1.09,30.49,39.02,36.09,59.78,0.21,0.68,1.48,30.49,39.88,35.27,58.43,0.21,0.68,1.48,30.49,39.88,35.27,58.43,0.33,1.07,2.46,35.75,48.86,27.74,48.34,0.33,1.07,2.46,35.75,48.86,27.74,48.34,0.52,1.95,5.08,35.11,50.94,24.63,43.46,0.52,1.95,5.08,35.11,50.94,24.63,43.46,0.88,4.07,11.71,28.65,52.72,20.17,34.69,1.2,5.12,15,26.69,49.11,20.17,34.69,2.1,8.7,23.63,21.42,50.4,12.77,23.87,13.22047428,31.59305006,1693194096275,48724.2458,41794.53892,1452383005413,6.200091389,76.45899963,39.18199921,66.35099792,19264090,1.180344799,33.5
99.71941376,68.81169891,5.857333333,5.083333333,1.342,12.28266667,0.67,2.24,4.79,31.79,50.63,22.67,43.91,0.1,1.88,2.61,35.72,93.36,0.07,3.93,2.2,0.02,0.04,48.13,59.16,12.44,38.6,0.58,2.37,5.5,31,46.25,27.72,47.67,0.55,0.02,0.03,32.47,42.1,34.6,57.32,0.12,0.55,1.09,30.49,39.02,36.09,59.78,0.21,0.68,1.48,30.49,39.88,35.27,58.43,0.21,0.68,1.48,30.49,39.88,35.27,58.43,0.33,1.07,2.46,35.75,48.86,27.74,48.34,0.33,1.07,2.46,35.75,48.86,27.74,48.34,0.52,1.95,5.08,35.11,50.94,24.63,43.46,0.52,1.95,5.08,35.11,50.94,24.63,43.46,0.88,4.07,11.71,28.65,52.72,20.17,34.69,1.2,5.12,15,26.69,49.11,20.17,34.69,2.1,8.7,23.63,21.42,50.4,12.77,23.87,13.22047428,31.59305006,1735100681637,49355.09664,42335.66828,1488329511799,6.200091389,76.2559967,38.91400146,65.89099884,19506457,1.158442913,33.8